Sütun1;id;fiyat;oda_salon_sayisi;net_m2;bina_yasi;isinma_tipi;krediye_uygunluk;bulundugu_kat;banyo_sayisi;ilce;nüfus;eðitim;okuma_yazma_bilmeyen
3817;3817;335000;4;125;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3889;3889;315000;2;62;3;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
3297;3297;259000;4;110;25;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
2140;2140;2,30E+05;2;60;35;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
378;378;480000;3;92;2;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
614;614;380000;4;90;45;Merkezi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4690;4690;182000;3;90;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
4813;4813;479000;4;110;23;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1753;1753;995000;4;135;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
2907;2907;360000;4;120;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Sincan;549108;Lise;1,44
1063;1063;1650000;6;200;0;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Çankaya;925828;Lisans;0,7
104;104;450000;6;155;18;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
4569;4569;515000;4;110;35;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4238;4238;265000;4;115;0;Kombi;Uygun;Yüksek Giriþ;2;Sincan;549108;Lise;1,44
1333;1333;189000;3;95;22;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4734;4734;550000;4;140;13;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1400;1400;524000;4;130;25;Merkezi;Uygun;8. Kat;1;Keçiören;938565;Lise;1,43
3791;3791;275000;4;100;40;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
368;368;900000;5;150;20;Merkezi;Uygun;5. Kat;1;Keçiören;938565;Lise;1,43
2747;2747;1600000;5;170;0;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1548;1548;485000;5;150;12;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
4270;4270;445000;4;130;13;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2854;2854;455000;4;125;15;Kombi;Uygun;Zemin;1;Keçiören;938565;Lise;1,43
425;425;850000;4;202;1;Kombi;Uygun;6. Kat;2;Çankaya;925828;Lisans;0,7
4693;4693;660000;4;126;0;Merkezi(PayÖlçer);Uygun deðil;10. Kat;2;Sincan;549108;Lise;1,44
543;543;450000;3;100;35;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3677;3677;397000;4;110;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
679;679;449000;4;130;0;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
4837;4837;425000;4;115;25;Kombi;Uygun;En Üst Kat;1;Keçiören;938565;Lise;1,43
3075;3075;1500000;5;185;0;Merkezi(PayÖlçer);Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3833;3833;539000;4;120;22;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1337;1337;545000;4;120;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3556;3556;650000;4;150;22;Merkezi;Uygun;Teras Katý;3;Çankaya;925828;Lisans;0,7
671;671;150000;4;140;18;Kombi;Uygun;Bodrum;1;Sincan;549108;Lise;1,44
213;213;535000;4;110;40;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4802;4802;279000;4;110;19;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
2344;2344;445000;4;125;35;Merkezi;Uygun;Teras Katý;1;Keçiören;938565;Lise;1,43
4179;4179;208000;4;110;25;Kombi;Uygun;5. Kat;1;Sincan;549108;Lise;1,44
4957;4957;480000;4;130;10;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4851;4851;499000;4;105;43;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
138;138;480000;4;100;5;Merkezi(PayÖlçer);Uygun;5. Kat;1;Keçiören;938565;Lise;1,43
1695;1695;810000;3;90;0;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Keçiören;938565;Lise;1,43
4611;4611;645000;3;110;22;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1763;1763;315000;4;100;30;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4459;4459;340000;4;103;0;Merkezi(PayÖlçer);Uygun;5. Kat;1;Sincan;549108;Lise;1,44
2094;2094;450000;7;160;15;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
3042;3042;235000;4;110;16;Kombi;Uygun;Giriþ Katý;2;Keçiören;938565;Lise;1,43
4018;4018;650000;5;240;8;Kombi;Uygun;7. Kat;2;Keçiören;938565;Lise;1,43
4182;4182;610000;3;95;2;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
4224;4224;875000;4;135;35;Merkezi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
828;828;920000;4;115;3;Kombi;Uygun;2. Kat;1;Keçiören;;Lise;1,43
4624;4624;535000;5;160;20;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
853;853;500000;4;125;10;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1912;1912;255000;4;120;5;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
3249;3249;750000;4;140;17;Kombi;Uygun;5. Kat;2;Çankaya;925828;Lisans;0,7
3560;3560;1480000;5;180;12;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3631;3631;650000;4;100;35;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2382;2382;2580000;5;220;5;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Çankaya;925828;Lisans;0,7
4430;4430;138000;3;90;0;Merkezi(PayÖlçer);Uygun deðil;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
4525;4525;1250000;5;160;15;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1334;1334;1350000;4;144;0;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2378;2378;500000;4;115;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3666;3666;579000;4;125;25;Merkezi;Uygun;6. Kat;1;Keçiören;938565;Lise;1,43
3439;3439;9,50E+05;4;135;13;Merkezi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
2890;2890;445000;4;105;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3709;3709;225000;4;100;3;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
2116;2116;735000;4;130;16;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1702;1702;445000;4;115;25;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
3711;3711;500000;5;240;3;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1727;1727;399000;4;133;0;Kombi;Uygun;2. Kat;2;Sincan;549108;Lise;1,44
3362;3362;845000;5;170;0;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
2955;2955;265000;3;100;20;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2480;2480;780000;4;130;15;Kombi;Uygun;Bahçe Katý;2;Çankaya;925828;Lisans;0,7
2447;2447;455000;4;111;5;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1004;1004;389000;4;120;25;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4749;4749;310000;4;90;13;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0
3569;3569;315000;4;115;22;Kombi;Uygun;En Üst Kat;1;Keçiören;938565;Lise;1,43
4536;4536;350000;2;51;0;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
1781;1781;280000;4;100;25;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
2899;2899;730000;4;115;0;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
681;681;419000;4;140;9;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
4821;4821;738000;5;150;13;Merkezi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4323;4323;1400000;5;180;0;Merkezi(PayÖlçer);Uygun deðil;10. Kat;2;Keçiören;938565;Lise;1,43
777;777;451000;4;112;0;Kombi;Uygun;Kot 2;1;Sincan;549108;Lise;1,44
3342;3342;725000;2;62;1;Merkezi;Uygun;19. Kat;1;Çankaya;925828;Lisans;0,7
72;72;1285000;5;145;14;Merkezi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
887;887;700000;3;88;0;Merkezi(PayÖlçer);Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2416;2416;975000;5;160;0;Merkezi(PayÖlçer);Uygun;12. Kat;2;Keçiören;938565;Lise;1,43
141;141;875000;3;100;6;Merkezi(PayÖlçer);Uygun;7. Kat;1;Keçiören;938565;Lise;1,43
4519;4519;515000;4;130;16;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
4165;4165;339500;4;115;34;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4490;4490;650000;4;155;14;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
1746;1746;875000;4;135;5;Kombi;Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
4789;4789;750000;7;230;10;Kombi;Uygun;3. Kat;3;Çankaya;925828;Lisans;0,7
4051;4051;720000;5;170;11;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
3982;3982;779000;5;165;15;Merkezi;Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
3728;3728;850;4;120;5;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
4498;4498;373000;4;120;7;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1038;1038;250000;4;135;2;Kombi;Uygun;4. Kat;2;Sincan;549108;Lise;1,44
3475;3475;480000;4;100;5;Merkezi(PayÖlçer);Uygun;5. Kat;1;Çankaya;925828;Lisans;0,7
1743;1743;308000;3;70;20;Kombi;Uygun;Giriþ Katý;1;cankaya;925828;Lisans;0,7
4073;4073;2590000;6;272;3;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
38;38;570000;4;130;0;Kombi;Uygun;7. Kat;2;Sincan;549108;Lise;1,44
3197;3197;450000;4;125;0;Merkezi(PayÖlçer);Uygun;8. Kat;2;Sincan;549108;Lise;1,44
2701;2701;279000;4;105;25;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2941;2941;265000;4;80;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2742;2742;259000;3;95;25;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
4877;4877;1450000;6;220;0;Merkezi(PayÖlçer);Uygun;21 ve üzeri;2;Keçiören;938565;Lise;1,43
1413;1413;348000;3;100;22;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
1119;1119;627000;2;68;4;Merkezi(PayÖlçer);Uygun;21 ve üzeri;1;Keçiören;938565;Lise;1,43
3598;3598;210000;4;80;30;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
267;267;490000;4;130;25;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2244;2244;669000;4;135;20;Kombi;Uygun;4. Kat;1;Keçiören;938565;Lise;1,43
648;648;320000;3;100;40;Merkezi(PayÖlçer);Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
3324;3324;840000;4;110;0;Kombi;Uygun;1. Kat;1;Keçiören;938565;liS3;1,43
1702;1702;445000;4;115;25;Merkezi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2009;2009;395000;4;95;35;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2465;2465;398000;3;110;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
4475;4475;3,60E+05;4;115;14;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2886;2886;545000;3;85;0;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
1853;1853;725000;4;154;36;Merkezi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
3308;3308;515000;4;120;30;Merkezi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
98;98;785000;6;258;15;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
3596;3596;235000;4;110;25;Kombi;Uygun;Kot 3;1;Çankaya;925828;Lisans;0,7
2008;2008;365000;5;165;17;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2848;2848;3,97E+05;4;120;25;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2613;2613;225000;4;110;30;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
1191;1191;490000;3;100;4;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
322;322;350000;4;125;15;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
1857;1857;640000;5;160;18;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
1272;1272;355000;4;110;25;Merkezi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
1351;1351;289000;3;90;22;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
375;375;259000;3;100;22;Kombi;Uygun;Kot 1;2;Keçiören;938565;Lise;0
4591;4591;535000;8;250;13;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
3386;3386;410000;4;125;12;Kombi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
589;589;1100000;7;320;4;Kombi;Uygun;6. Kat;4;Keçiören;938565;Lise;1,43
3527;3527;170000;2;65;15;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
623;623;535000;3;66;0;Merkezi(PayÖlçer);Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4571;4571;475000;4;95;28;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3388;3388;325000;4;110;25;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
627;627;250000;4;95;14;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4075;4075;200000;3;80;55;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
2031;2031;324000;2;115;24;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2006;2006;630000;6;240;13;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
3180;3180;299000;4;125;3;Kombi;Uygun;2. Kat;1;Mamak;669465;Lise;1,9
4215;4215;620000;4;125;28;Merkezi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
4931;4931;138000;3;65;40;Kombi;Uygun;5. Kat;1;Sincan;549108;Lise;
1521;1521;285000;4;120;7;Kombi;Uygun;2. Kat;1;Sincan;549108;Lise;1,44
4366;4366;500000;4;100;35;Merkezi;Uygun deðil;1. Kat;1;Keçiören;938565;Lise;1,43
3809;3809;285000;2;60;0;Kombi;Uygun;Giriþ Katý;1;Çankaya;925828;Lisans;0,7
1238;1238;1020000;4;100;0;Kombi;Uygun;3. Kat;1;cankaya;925828;Lisans;0,7
2879;2879;240000;3;80;10;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1083;1083;275000;4;110;6;Kombi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
884;884;259000;4;120;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
2857;2857;355;3;115;13;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
1736;1736;529000;5;240;18;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
651;651;265000;4;110;22;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3168;3168;235000;3;65;40;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3812;3812;639000;5;145;22;Kombi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
4340;4340;589000;4;145;13;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3786;3786;182000;3;110;16;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
2767;2767;480000;4;130;2;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
442;442;3,70E+05;4;100;1;Kombi;Uygun;Zemin;1;Çankaya;925828;Lisans;0,7
3688;3688;295000;4;118;1;Kombi;Uygun;Kot 2;2;Keçiören;938565;Lise;1,43
3887;3887;285000;3;67;0;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
4828;4828;272000;4;120;11;Kombi;Uygun;3. Kat;1;Mamak;669465;Lise;1,9
2278;2278;445000;4;130;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
3980;3980;1100000;4;120;0;Kombi;Uygun;4. Kat;2;Keçiören;938565;Lise;1,43
999;999;395000;3;75;0;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
235;235;235000;3;65;40;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
2400;2400;725000;4;130;0;Kombi;Uygun;Yüksek Giriþ;2;Çankaya;925828;Lisans;0,7
1992;1992;4,55E+05;4;130;10;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
555;555;305000;4;130;2;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
2971;2971;1050000;4;135;0;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
3744;3744;260000;4;110;35;Kombi;Uygun;Bahçe Katý;1;Keçiören;938565;Lise;1,43
4740;4740;285000;3;67;0;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1002;1002;765000;5;200;20;Kombi;Uygun;3. Kat;3;Keçiören;938565;Lise;1,43
2440;2440;350000;3;90;40;Kombi;Uygun;4. Kat;1;Çankaya;925828;Lisans;0,7
2;2;860000;6;200;30;Merkezi;Uygun;2. Kat;3;Çankaya;925828;Lisans;0,7
1197;1197;1350000;6;270;15;Kombi;Uygun;5. Kat;3;Keçiören;938565;Lise;1,43
1037;1037;375000;4;130;14;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
1145;1145;450000;4;120;28;Merkezi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4193;4193;305000;3;110;20;Merkezi;Uygun;Giriþ Katý;1;Keçiören;938565;Lise;1,43
3083;3083;1375000;6;240;15;Kombi;Uygun;8. Kat;3;Keçiören;938565;Lise;1,43
2155;2155;375000;4;130;14;Kombi;Uygun;Kot 1;1;Çankaya;925828;Lisans;0,7
2040;2040;465000;4;120;22;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
1754;1754;435000;4;115;26;Kombi;Uygun;Yüksek Giriþ;2;Keçiören;938565;Lise;1,43
3067;3067;1417000;5;210;0;Merkezi(PayÖlçer);Uygun;1. Kat;3;Çankaya;925828;Lisans;0,7
1551;1551;245000;4;118;9;Kombi;Uygun;Kot 1;1;Mamak;669465;Lise;1,9
4168;4168;279000;3;100;25;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3208;3208;385000;4;120;18;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2216;2216;315000;2;55;3;Kombi;Uygun;Bahçe Katý;1;Çankaya;925828;Lisans;0,7
4379;4379;9,50E+05;7;350;10;Kombi;Uygun;4. Kat;3;Keçiören;938565;Lise;1,43
1802;1802;245000;4;120;22;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
4030;4030;780000;6;225;5;Kombi;Uygun;Teras Katý;2;Çankaya;925828;Lisans;0,7
4555;4555;459000;4;115;30;Kombi;Uygun;2. Kat;1;Keçiören;938565;Lise;1,43
4728;4728;278000;4;120;35;Merkezi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
185;185;8,25E+05;5;175;10;Merkezi(PayÖlçer);Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
2843;2843;585000;4;135;22;Merkezi;Uygun;3. Kat;2;Keçiören;938565;Lise;1,43
1019;1019;487000;5;135;17;Kombi;Uygun;3. Kat;1;Çankaya;925828;Lisans;0,7
2867;2867;289000;3;110;20;Kombi;Uygun;Bahçe Katý;2;Keçiören;938565;Lise;1,43
1961;1961;248000;4;110;25;Merkezi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
245;245;289000;3;100;20;Kombi;Uygun;Bahçe Katý;2;Çankaya;925828;Lisans;0,7
2819;2819;189000;2;65;8;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
3644;3644;605000;6;320;20;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
4100;4100;485000;4;95;30;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
3635;3635;225000;4;135;15;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
1034;1034;935000;3;110;3;Merkezi(PayÖlçer);Uygun;21 ve üzeri;1;Keçiören;938565;Lise;1,43
2103;2103;1100000;3;93;0;Merkezi(PayÖlçer);Uygun;19. Kat;2;Keçiören;938565;Lise;1,43
2246;2246;239000;4;100;10;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
4244;4244;285000;4;120;16;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
200;200;225000;4;120;12;Kombi;Uygun;3. Kat;1;Mamak;669465;Lise;1,9
2001;2001;745000;4;125;16;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
805;805;640000;5;140;25;Kombi;Uygun;1. Kat;2;Çankaya;925828;Lisans;0,7
707;707;209000;4;110;28;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
251;251;685000;4;138;14;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4422;4422;320000;4;100;30;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
495;495;285000;3;90;8;Kombi;Uygun;Yüksek Giriþ;1;Keçiören;938565;Lise;1,43
635;635;1950000;5;200;3;Merkezi(PayÖlçer);Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
523;523;220000;4;115;19;Kombi;Uygun;4. Kat;1;Sincan;549108;Lise;1,44
4923;4923;950000;3;100;0;Kombi;Uygun;Teras Katý;1;Çankaya;925828;Lisans;0,7
2560;2560;280000;3;90;13;Kombi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
3175;3175;970000;5;165;0;Merkezi(PayÖlçer);Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
3263;3263;314000;4;130;4;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
319;319;1280000;3;125;;Merkezi(PayÖlçer);Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
3518;3518;269000;3;90;28;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
234;234;1275000;4;135;0;Kombi;Uygun;3. Kat;2;Çankaya;925828;Lisans;0,7
3070;3070;380000;3;75;50;Merkezi;Uygun;Kot 1;1;Keçiören;938565;Lise;1,43
276;276;475000;3;78;0;Merkezi(PayÖlçer);Uygun;9. Kat;2;Çankaya;925828;Lisans;0,7
451;451;349000;4;110;25;Kombi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
4341;4341;365000;4;130;4;Kombi;Uygun;3. Kat;2;Sincan;549108;Lise;1,44
2783;2783;1990000;45;225;8;Merkezi(PayÖlçer);Uygun;Bahçe Katý;2;Keçiören;938565;Lise;1,43
3982;3982;7,79E+05;5;165;15;Merkezi;Uygun;5. Kat;2;Keçiören;938565;Lise;1,43
4465;4465;229000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
1917;1917;1100000;6;300;12;Kombi;Uygun;4. Kat;2;Çankaya;925828;Lisans;0,7
3710;3710;180000;4;135;0;Kombi;Uygun;Zemin;2;Sincan;549108;Lise;1,44
4544;4544;589000;4;130;25;Kombi;Uygun;1. Kat;2;Keçiören;938565;Lise;1,43
581;581;520000;4;90;35;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
4419;4419;275000;2;50;3;Kombi;Uygun;Kot 2;1;Çankaya;925828;Lisans;0,7
4283;4283;445000;4;120;25;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
2823;2823;169000;3;85;20;Kombi;Uygun;Yüksek Giriþ;1;Sincan;549108;Lise;1,44
4726;4726;207000;4;137;0;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
195;195;1500000;6;250;10;Kombi;Uygun;Villa Katý;3;Keçiören;938565;Lise;1,43
4766;4766;300000;4;110;0;Kombi;Uygun;2. Kat;1;Çankaya;925828;Lisans;0,7
2686;2686;295000;3;92;19;Kombi;Uygun;En Üst Kat;1;Çankaya;925828;Lisans;0,7
4314;4314;5,89E+05;4;145;13;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
4542;4542;1000000;4;143;0;Merkezi(PayÖlçer);Uygun;Ara Kat;2;Çankaya;925828;Lisans;0,7
4875;4875;7,50E+05;4;106;25;Merkezi;Uygun;1. Kat;1;Çankaya;925828;Lisans;0,7
1774;1774;360000;5;142;20;Kombi;Uygun;Kot 1;2;Çankaya;925828;Lisans;0,7
1528;1528;5,25E+05;4;110;30;Merkezi;Uygun;5. Kat;1;Keçiören;938565;Lise;1,43
3490;3490;247000;4;100;5;Kombi;Uygun;1. Kat;1;Sincan;549108;Lise;1,44
2908;2908;2100000;4;246;20;Merkezi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
927;927;500000;4;130;8;Kombi;Uygun;2. Kat;2;Çankaya;925828;Lisans;0,7
2424;2424;515000;4;115;25;Merkezi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
2657;2657;1695000;6;420;2;Merkezi(PayÖlçer);Uygun;21 ve üzeri;4;Keçiören;938565;Lise;1,43
1141;1141;218000;2;55;10;Merkezi(PayÖlçer);Uygun;Kot 2;1;Keçiören;938565;Lise;1,43
963;963;760000;5;160;3;Kombi;Uygun;13. Kat;2;Çankaya;925828;Lisans;0,7
1759;1759;450000;4;100;25;Kombi;Uygun;1. Kat;1;Keçiören;938565;Lise;1,43
3608;3608;650000;5;170;5;Merkezi(PayÖlçer);Uygun;1. Kat;2;Sincan;549108;Lise;1,44
4368;4368;275000;4;100;30;Kombi;Uygun;3. Kat;1;Keçiören;938565;Lise;1,43
2865;2865;274000;4;115;20;Kombi;Uygun;3. Kat;1;Sincan;549108;Lise;1,44
4188;4188;739000;5;140;29;Merkezi;Uygun;2. Kat;2;Keçiören;938565;Lise;1,43
3262;3262;334000;4;135;0;Kombi;Uygun;1. Kat;2;Sincan;549108;Lise;1,44
1050;1050;225000;3;100;0;Kombi;Uygun;Giriþ Katý;1;Sincan;549108;Lise;1,44
4703;4703;395000;4;110;20;Kombi;Uygun;Yüksek Giriþ;1;Çankaya;925828;Lisans;0,7
1256;1256;8,50E+05;8;270;0;Merkezi(PayÖlçer);Uygun;3. Kat;4;Çankaya;925828;Lisans;0,7
